,id,text,annotations,meta,annotation_approver,Unnamed: 5,Unnamed: 6,Unnamed: 7,aspect1,aspect2,aspect3,aspect4,aspect5,aspect6,aspect7
2154,885927,hàng tốt đúng như mô_tả giao hàng nhanh dễ_thương shop nhiệt_tình 5 mong ưu_đãi mua giá rẻ kì hài_lòng,"[{'label': 325, 'user': 15}, {'label': 321, 'user': 15}, {'label': 327, 'user': 15}, {'label': 317, 'user': 15}, {'label': 319, 'user': 15}]","{'review_id': 13059, 'comment': 'Hàng tốt, mới, đúng như mô tả, giao hàng nhanh, dễ thương, shop nhiệt tình, cho 5 sao, mong có nhiều ưu đãi hơn để mình mua được nhiều hơn, giá rẻ rất thích', 'summary': 'Cực kì hài lòng', 'annotations': {'23': ['ship +', 'chính hãng +'], '30': ['giá +', 'dịch vụ +', 'ship +', 'an toàn +']}}",,,,,1,1,0,1,1,1,0
2155,885926,mua hụt kì hài_lòng,"[{'label': 326, 'user': 15}]","{'review_id': 14202, 'comment': 'Lần này mua bị hụt quà', 'summary': 'Cực kì hài lòng', 'annotations': {'28': ['dịch vụ -'], '19': ['other']}}",,,,,0,0,0,0,1,0,0
2156,885925,vòng bụng quần tã rộng_rãi không ôm bó sát lằn như loại tã,"[{'label': 321, 'user': 15}]","{'review_id': 13960, 'comment': 'Phần vòng bụng quần tã rộng rãi, không ôm bó sát gây lằn như các loại tã khác', 'summary': 'Hài lòng', 'annotations': {'28': ['other'], '19': ['chất lượng +']}}",,,,,0,0,0,1,0,0,0
2157,885924,giao kì hài_lòng,"[{'label': 319, 'user': 15}]","{'review_id': 2813, 'comment': 'Giao rất nhanh', 'summary': 'Cực kì hài lòng', 'annotations': {'23': ['ship +'], '28': ['ship +']}}",,,,,1,0,0,0,0,0,0
2158,885923,quà kì hài_lòng,"[{'label': 325, 'user': 15}]","{'review_id': 14359, 'comment': 'Quà rất dễ thương!', 'summary': 'Cực kì hài lòng', 'annotations': {'28': ['dịch vụ +'], '29': ['dịch vụ +']}}",,,,,0,0,0,0,1,0,0
2159,885922,form hơi ( tã nhật ) bé mông hơi tròn như mẹ mua size thấm hút tàm_tạm mặc ban_ngày 3 - 4 tiếng thay 1 okie mặc đêm không ổn lắm không thấm hút hoàn,"[{'label': 322, 'user': 15}]","{'review_id': 14118, 'comment': 'Form hơi nhỏ (so với tã Nhật) nên bé nào có mông hơi tròn như con mình thì các mẹ nên mua tăng size. Thấm hút tàm tạm, con mình mặc ban ngày, khoảng 3-4 tiếng thay 1 lần thì okie, còn mặc qua đêm thì không ổn lắm, không thấm hút hoàn toàn.', 'summary': 'Bình thường', 'annotations': {'28': ['chất lượng -'], '19': ['chất lượng -']}}",,,,,0,0,0,1,0,0,0
2160,885921,đặt_hàng giao nhanh giao chậm,"[{'label': 320, 'user': 15}]","{'review_id': 14269, 'comment': 'Đặt hàng cùng lần mà cái giao nhanh giao chậm là sao vậy tiki', 'summary': 'Hài lòng', 'annotations': {'28': ['ship -'], '19': ['ship -']}}",,,,,1,0,0,0,0,0,0
2161,885920,bỉm đẹp thấm hút cực tốt hài_lòng sản_phẩm,"[{'label': 321, 'user': 15}]","{'review_id': 13662, 'comment': 'bỉm đẹp. thấm hút cực tốt tôi rất hài lòng về sản phẩm này', 'summary': 'Hài lòng', 'annotations': {'19': ['chất lượng +'], '30': ['chất lượng +']}}",,,,,0,0,0,1,0,0,0
2162,885919,dv tiki không hài_lòng,"[{'label': 326, 'user': 15}]","{'review_id': 13944, 'comment': 'dv của tiki ngày càng xuống cấp', 'summary': 'Rất không hài lòng', 'annotations': {'28': ['dịch vụ -'], '19': ['dịch vụ -']}}",,,,,0,0,0,0,1,0,0
2163,885918,giao hàng nhanh chất_lượng ok mua kì hài_lòng,"[{'label': 319, 'user': 15}, {'label': 321, 'user': 15}]","{'review_id': 309, 'comment': 'giao hàng nhanh chất lượng ok, đã mua vài lần rồi nè', 'summary': 'Cực kì hài lòng', 'annotations': {'20': ['chất lượng +', 'ship +'], '25': ['chất lượng +', 'giá +']}}",,,,,1,0,0,1,0,0,0
2164,885917,đường vàng rời dở tã chứng_tỏ tã khui gửi mua không dám tiki thu_hồi chờ tiki hoàn tiền khui gửi,"[{'label': 326, 'user': 15}, {'label': 322, 'user': 15}]","{'review_id': 14523, 'comment': 'Thấy cái đường vàng nó rời nhau , mình lấy tay dở lên thì thấy tã lun , chứng tỏ bị tã đã bị khui ra trước khi gửi cho khách , mua cho con xài nên mình k dám xài  , tiki đã thu hồi và mình đang chờ tiki hoàn tiền lại', 'summary': 'Tã đã khui trước khi gửi cho khách', 'annotations': {'28': ['ship -', 'an toàn -'], '29': ['dịch vụ -', 'chất lượng -']}}",,,,,0,0,0,1,1,0,0
2165,885916,sản_phẩm tốt mua tặng kì hài_lòng,"[{'label': 325, 'user': 15}, {'label': 321, 'user': 15}]","{'review_id': 13351, 'comment': 'sản phẩm tốt, đã mua nhiều lần, hay được tặng quà.', 'summary': 'Cực kì hài lòng', 'annotations': {'23': ['dịch vụ +', 'chất lượng +'], '30': ['dịch vụ +', 'chất lượng +', 'an toàn +']}}",,,,,0,0,0,1,1,0,0
2166,885915,thoải_mái dòng thay_vì dòng bỉm không vón cục bột bám khe kẽ mông ướt nhẹp không thay nhanh như dòng cũ một vạch vàng đổi màu báo đổi bỉm băng_dính tiện_lợi vệ_sinh đều hài_lòng,"[{'label': 321, 'user': 15}]","{'review_id': 1110, 'comment': 'Bạn nhỏ nhà mình cảm thấy thoải mái khi dùng dòng này thay vì dòng baby-dry trước đây. Bỉm không bị vón cục, bột bông bám vào khe kẽ và mông ướt nhẹp do k thay nhanh như dòng cũ, một phần là do có phần vạch vàng đổi màu để báo đổi bỉm. Băng dính tiện lợi, vệ sinh. Nói chung là ưng', 'summary': 'Mọi thứ đều khiến mình hài lòng', 'annotations': {'28': ['chất lượng +', 'an toàn +'], '17': ['chất lượng +'], '19': ['chất lượng +'], '20': ['chất lượng +'], '25': ['an toàn +', 'chất lượng +']}}",,,,,0,0,0,1,0,0,0
2167,885914,kinh_khủng tã giao như mua 5 bì triệu bạc không nghị đổi hàng,"[{'label': 322, 'user': 15}, {'label': 318, 'user': 15}]","{'review_id': 13629, 'comment': 'kinh khủng, tã giao cho khách như thế này. mua 5 bì hơn cả triệu bạc. không muốn lần 2.', 'summary': 'đề nghị đổi hàng', 'annotations': {'19': ['chất lượng -'], '30': ['chất lượng -', 'giá -']}}",,,,,0,1,0,1,0,0,0
2169,885912,mua lần2 hàng nhanh chất_lượng oki tội combo 3 không quà kì hài_lòng,"[{'label': 319, 'user': 15}, {'label': 321, 'user': 15}, {'label': 326, 'user': 15}]","{'review_id': 13710, 'comment': 'đã mua lần2 ở tiki.giao hàng nhanh, chất lượng oki. mỗi tội combo 3 mà k có quà tặng.', 'summary': 'Cực kì hài lòng', 'annotations': {'19': ['dịch vụ -', 'chất lượng +', 'ship +'], '30': ['dịch vụ -', 'chất lượng +', 'ship +']}}",,,,,1,0,0,1,1,0,0
2170,885911,hài_lòng sản_phẩm đóng_gói kỹ giao hàng,"[{'label': 320, 'user': 15}]","{'review_id': 14027, 'comment': 'Hài lòng với sản phẩm, đóng gói kỹ. Tuy nhiên giao hàng chậm', 'summary': 'Hài lòng', 'annotations': {'28': ['ship -', 'ship +', 'chất lượng +'], '19': ['ship -']}}",,,,,1,0,0,0,0,0,0
2171,885910,giao hàng nhanh gói cẩn_thận mua giá kì hài_lòng,"[{'label': 319, 'user': 15}, {'label': 317, 'user': 15}]","{'review_id': 2750, 'comment': 'Giao hàng nhanh, gói cẩn thận, mua được giá tốt', 'summary': 'Cực kì hài lòng', 'annotations': {'23': ['giá +', 'ship +'], '28': ['giá +', 'ship +']}}",,,,,1,1,0,0,0,0,0
2174,885907,giao hàng kì hài_lòng,"[{'label': 320, 'user': 15}]","{'review_id': 13046, 'comment': 'Giao hàng chậm', 'summary': 'Cực kì hài lòng', 'annotations': {'23': ['ship -'], '30': ['ship -']}}",,,,,1,0,0,0,0,0,0
2175,885906,hài_lòng sản kì hài_lòng,"[{'label': 316, 'user': 15}]","{'review_id': 13295, 'comment': 'Mình thấy hài lòng với sản phẩm', 'summary': 'Cực kì hài lòng', 'annotations': {'23': ['other'], '30': ['chất lượng +']}}",,,,,0,0,0,0,0,0,1
2176,885905,"sản_phẩm ok không loại loại "" đệm mây 4 chiều "" hình ghi sản_phẩm ai_ngờ giao bực_mình coi hình_ảnh ảnh đủ loại không đại hài_lòng không đúng sản_phẩm","[{'label': 326, 'user': 15}]","{'review_id': 1528, 'comment': 'sản phẩm thì ok, nhưng mình không thích loại này, mình thích loại ""đệm mây 4 chiều"" cơ, nhìn trong hình có ghi sp này, ai ngờ khi giao thì khác, cũng bực mình coi lại hình ảnh thì thấy ảnh đủ loại, vì vậy cũng ko làm đc gì hơn xài đại cho rồi', 'summary': 'không hài lòng vì ko đúng sp', 'annotations': {'28': ['chính hãng -'], '17': ['dịch vụ -']}}",,,,,0,0,0,0,1,0,0
2178,885903,hàng gãy mất 1 chốt mong tiki đổi hàng không hài_lòng,"[{'label': 315, 'user': 15}]","{'review_id': 13127, 'comment': 'Hàng mình nhận bị gãy mất 1 cái chốt thế này. Mong tiki cho mình đổi hàng chứ thế này sao sử dụng được đây???', 'summary': 'Rất không hài lòng', 'annotations': {'23': ['trash'], '30': ['dịch vụ -']}}",,,,,0,0,0,0,0,0,0
2181,885900,đóng_gói đẹp chất_lượng kì hài_lòng,"[{'label': 319, 'user': 15}, {'label': 321, 'user': 15}]","{'review_id': 1938, 'comment': 'Đóng gói đẹp, chất lượng tốt', 'summary': 'Cực kì hài lòng', 'annotations': {'23': ['chất lượng +', 'ship +'], '17': ['ship +', 'chất lượng +']}}",,,,,1,0,0,1,0,0,0
2182,885899,mua 12 / 2 18 / 2 giao đóng_gói không kỹ lắm test mã_vạch hình chưa không chất_lượng,"[{'label': 320, 'user': 15}, {'label': 324, 'user': 15}]","{'review_id': 12633, 'comment': 'đặt mua 12/2 mà 18/2 mới giao. đóng gói không kỹ lắm. test mã vạch ra hình khác. chưa dùng nên không biết chất lượng thế nào', 'summary': 'Bình thường', 'annotations': {'23': ['chính hãng -', 'ship -'], '29': ['dịch vụ -']}}",,,,,1,0,1,0,0,0,0
2183,885898,hài_lòng sản_phẩm yên_tâm chất_lượng giá kì hài_lòng,"[{'label': 321, 'user': 15}, {'label': 317, 'user': 15}]","{'review_id': 13818, 'comment': 'Rất hài lòng về sản phẩm, yên tâm về chất lượng giá thành', 'summary': 'Cực kì hài lòng', 'annotations': {'19': ['chất lượng +', 'giá +'], '30': ['giá +', 'chất lượng +']}}",,,,,0,1,0,1,0,0,0
2185,885896,tã vạch báo tiểu tả băng_dính miếng tã cực tiện_lợi bề_mặt tã mềm mịn lớp thoáng_khí giúp bé cảm_giác thoải giao hàng nhanh đóng_gói cẩn_thận shiper nhiệt_tình chuyên sử,"[{'label': 319, 'user': 15}, {'label': 321, 'user': 15}]","{'review_id': 1430, 'comment': 'Tã có vạch báo tiểu giúpbiết tả đã đầy hay chưa.\nDải băng dính cuốn miếng tã sau sử dụng cực tiện lợi.\nBề mặt tã mềm mịn, với các lớp thoáng khí giúp bé cảm giác thoải mái.\nTiki giao hàng nhanh, đóng gói cẩn thận, shiper nhiệt tình, chuyên nghiệp.\nSẽ tiếp tục sử dụng.', 'summary': 'ĐÁNG SỬ DỤNG', 'annotations': {'28': ['dịch vụ +', 'ship +', 'an toàn +', 'chất lượng +'], '17': ['ship +', 'chất lượng +'], '20': ['chất lượng +'], '25': ['dịch vụ +', 'ship +', 'chất lượng +']}}",,,,,1,0,0,1,0,0,0
2186,885895,đóng_gói đẹp thơm hiệu_quả lợi sữa xem_xét,"[{'label': 319, 'user': 15}]","{'review_id': 12712, 'comment': 'Đóng gói đẹp, thơm, hiệu quả lợi sữa cần thời gian để xem xét ạ!', 'summary': 'Hài lòng', 'annotations': {'23': ['ship +'], '29': ['dịch vụ +']}}",,,,,1,0,0,0,0,0,0
2187,885894,chất_lượng sản_phẩm tốt quà tặng dễ_thương mua hàng shop ưng sản_phẩm tốt,"[{'label': 325, 'user': 15}, {'label': 321, 'user': 15}]","{'review_id': 12844, 'comment': 'Chất lượng sản phẩm rất tốt, bộ quà tặng rất dễ thương, đã mua hàng của shop nhiều lần, và rất ưng ý.', 'summary': 'Chất lượng sản phẩm rất tốt', 'annotations': {'23': ['dịch vụ +', 'chất lượng +'], '29': ['dịch vụ +', 'chất lượng +']}}",,,,,0,0,0,1,1,0,0
2188,885893,tiki đóng_gói chắc_chắn bé 5kg vừa_vặn đai bo chống kì hài_lòng,"[{'label': 319, 'user': 15}, {'label': 321, 'user': 15}]","{'review_id': 1203, 'comment': 'Tiki đóng gói rất chắc chắn, bé mình 5kg mang vừa vặn, có đai bo chống tràn', 'summary': 'Cực kì hài lòng', 'annotations': {'28': ['ship +'], '17': ['chất lượng +', 'ship +'], '20': ['ship +'], '25': ['chất lượng +', 'dịch vụ +']}}",,,,,1,0,0,1,0,0,0
2189,885892,mẫu đẹp đường may chuẩn kì hài_lòng,"[{'label': 315, 'user': 15}]","{'review_id': 12758, 'comment': 'Mẫu đẹp, đường may chuẩn, nhiều ngăn', 'summary': 'Cực kì hài lòng', 'annotations': {'23': ['other'], '29': ['chất lượng +']}}",,,,,0,0,0,0,0,0,0
2191,885890,mua 2 gói siêu siêu lớn tặng quà dễ_thương tã thấm hút tốt tặng đồ_chơi bé tốt quà xinh,"[{'label': 325, 'user': 15}, {'label': 321, 'user': 15}]","{'review_id': 12668, 'comment': 'Mua 2 gói siêu siêu lớn đc tặng quà dễ thương. Tã thấm hút tốt lại được tặng đồ chơi bé nhà mình rất thích', 'summary': 'Tã tốt quà xinh', 'annotations': {'23': ['dịch vụ +', 'chất lượng +'], '29': ['chất lượng +', 'dịch vụ +']}}",,,,,0,0,0,1,1,0,0
2192,885889,giá tương_đối tốt tạp_hóa mua combo 3 gói ( mã giảm_giá kèm hơi bất_tiện 1 chỗ thu phí hàng cồng_kềnh mất đi ý_nghĩa combo giá combo giá tốt tạp_hóa,"[{'label': 320, 'user': 15}, {'label': 317, 'user': 15}]","{'review_id': 12945, 'comment': 'Giá tương đối tốt hơn tạp hóa khi mua combo 3 gói (có mã giảm giá kèm theo)\nChỉ hơi bất tiện 1 chỗ là thu thêm phí hàng cồng kềnh, làm mất đi ý nghĩa của combo giá rẻ.', 'summary': 'Mua combo giá tốt hơn tạp hóa', 'annotations': {'23': ['giá -'], '29': ['giá +']}}",,,,,1,1,0,0,0,0,0
2193,885842,giao hàng nhanh quảng_cáo tặng quà không quà,"[{'label': 319, 'user': 15}, {'label': 326, 'user': 15}]","{'review_id': 14714, 'comment': 'Giao hàng nhanh. Nhưng quảng cáo có tặng quà. Khi nhận k thấy quà đâu', 'summary': 'Tốt', 'annotations': {'28': ['dịch vụ -', 'ship +'], '29': ['dịch vụ -', 'ship +']}}",,,,,1,0,0,0,1,0,0
2194,885841,hàng mới_tinh giao siêu nhanh giá rẻ đại_lý nhà_nhà 2 tuần miếng lót ban_ngày đêm tã dán bé ngủ ngon tè không lo tràn không lục_đục thay tã thường_xuyên như miếng kì hài_lòng,"[{'label': 317, 'user': 15}, {'label': 319, 'user': 15}, {'label': 321, 'user': 15}]","{'review_id': 1115, 'comment': 'Hàng mới tinh, giao siêu nhanh, giá lại rẻ hơn nhiều so với đại lý gần nhà mình.\nBé nhà mình 2 tuần tuổi, dùng miếng lót ban ngày còn đêm mình dùng tã dán, bé ngủ ngon tha hồ tè ko lo bị tràn và ko phải lục đục thay tã thường xuyên như khi dùng miếng lót.', 'summary': 'Cực kì hài lòng', 'annotations': {'28': ['giá +', 'ship +', 'an toàn +'], '17': ['chất lượng +', 'giá +', 'ship +', 'an toàn +'], '20': ['an toàn +', 'chất lượng +', 'giá +', 'an toàn -'], '25': ['giá +', 'chất lượng +', 'ship +'], '19': ['chất lượng +', 'giá +', 'ship +', 'an toàn +']}}",,,,,1,1,0,1,0,0,0
2195,885840,sp không đẹp như mong_đợi không hài_lòng,"[{'label': 322, 'user': 15}]","{'review_id': 13167, 'comment': 'Sp ko đẹp như mong đợi, xấu', 'summary': 'Rất không hài lòng', 'annotations': {'23': ['chất lượng -'], '30': ['chất lượng -']}}",,,,,0,0,0,1,0,0,0
2196,885839,ưng_ý hàng tốt quà tặng giảm_giá 5 kì hài_lòng,"[{'label': 325, 'user': 15}, {'label': 317, 'user': 15}, {'label': 321, 'user': 15}]","{'review_id': 13678, 'comment': 'Tôi rất ưng ý, hàng tốt, vừa có nhiều quà tặng lại giảm giá nữa. 5 sao', 'summary': 'Cực kì hài lòng', 'annotations': {'19': ['dịch vụ +'], '30': ['giá +', 'dịch vụ +', 'chất lượng +']}}",,,,,0,1,0,1,1,0,0
2197,885838,combo 2 chai gel rửa khô sạch siêu nhanh bảo_vệ vượt_trội 10combo 2 chai gel rửa khô sạch siêu nhanh bảo_vệ vượt_trội 10combo 2 chai gel rửa khô sạch siêu nhanh bảo_vệ vượt_trội_kì hài_lòng,"[{'label': 315, 'user': 15}]","{'review_id': 1214, 'comment': 'Combo 2 Chai Gel Rửa Tay Khô Sạch Siêu Nhanh Lifebuoy Bảo Vệ Vượt Trội 10Combo 2 Chai Gel Rửa Tay Khô Sạch Siêu Nhanh Lifebuoy Bảo Vệ Vượt Trội 10Combo 2 Chai Gel Rửa Tay Khô Sạch Siêu Nhanh Lifebuoy Bảo Vệ Vượt Trội 10', 'summary': 'Cực kì hài lòng', 'annotations': {'28': ['other'], '17': ['trash'], '20': ['trash'], '25': ['trash']}}",,,,,0,0,0,0,0,0,0
2198,885837,sản_phẩm ổn mềm giá kì hài_lòng,"[{'label': 321, 'user': 15}, {'label': 317, 'user': 15}]","{'review_id': 13581, 'comment': 'sản phẩm dùng ổn, mềm. phù hợp với giá tiền', 'summary': 'Cực kì hài lòng', 'annotations': {'19': ['giá +', 'chất lượng +'], '30': ['giá +', 'chất lượng +']}}",,,,,0,1,0,1,0,0,0
2199,885836,giao nhanh sản_phẩm kì hài_lòng,"[{'label': 319, 'user': 15}, {'label': 321, 'user': 15}]","{'review_id': 14656, 'comment': 'giao nhanh sản phẩm\n xài ổn', 'summary': 'Cực kì hài lòng', 'annotations': {'28': ['chất lượng +', 'ship +'], '29': ['ship +']}}",,,,,1,0,0,1,0,0,0
2201,885834,chưa quà tặng giao hàng chậm tiki,"[{'label': 320, 'user': 15}, {'label': 326, 'user': 15}]","{'review_id': 14620, 'comment': 'Chưa nhận được quà tặng , giao hàng chậm quá tiki .', 'summary': 'Bình thường', 'annotations': {'28': ['dịch vụ -', 'ship -'], '29': ['ship -', 'dịch vụ -']}}",,,,,1,0,0,0,1,0,0
2202,885833,sản_phẩm thấm hút tốt tặng kèm mấy miếng chi_phí 1 tương_đối_lòng,"[{'label': 321, 'user': 15}, {'label': 325, 'user': 15}, {'label': 317, 'user': 15}]","{'review_id': 12742, 'comment': 'sản phẩm dùng thấm hút cũng tốt, được tặng kèm thêm mấy miếng, tính ra chi phí cho 1 cái tương đối rẻ', 'summary': 'hài lòng', 'annotations': {'23': ['chất lượng +', 'dịch vụ +'], '29': ['giá +', 'chất lượng +']}}",,,,,0,1,0,1,1,0,0
2204,885831,tã mềm thấm hút hàng nhanh đóng_gói cẩn kì hài_lòng,"[{'label': 319, 'user': 15}, {'label': 321, 'user': 15}]","{'review_id': 14459, 'comment': 'Tã mềm, thấm hút tốt.\nGiao hàng nhanh, đóng gói cẩn thận.', 'summary': 'Cực kì hài lòng', 'annotations': {'28': ['ship +', 'chất lượng +'], '29': ['dịch vụ +', 'ship +', 'chất lượng +']}}",,,,,1,0,0,1,0,0,0
2205,885830,tả quần tốt giao hàng nhanh miễn_phí tiền_vận,"[{'label': 319, 'user': 15}, {'label': 321, 'user': 15}]","{'review_id': 13892, 'comment': 'tả quần tốt, giao hàng nhanh, miễn phí tiền vận chuyển.', 'summary': 'chất lượng.', 'annotations': {'19': ['ship +'], '30': ['dịch vụ +', 'ship +', 'chất lượng +']}}",,,,,1,0,0,1,0,0,0
2206,885829,tã màu xanh không như tã trắng mua thất_vọng không hàng chuẩn không hài_lòng,"[{'label': 324, 'user': 15}]","{'review_id': 1599, 'comment': 'Tã bên trong màu xanh k giống như tã trắng mình thường mua. Rất thất vọng k biết có phải hàng chuẩn nữa hay k.', 'summary': 'Rất không hài lòng', 'annotations': {'23': ['other'], '17': ['chính hãng -']}}",,,,,0,0,1,0,0,0,0
2207,885828,chậm 1 tuần dự_kiến hài_lòng,"[{'label': 320, 'user': 15}]","{'review_id': 13298, 'comment': 'Thời gian chậm 1 tuần so với dự kiến của app', 'summary': 'Không hài lòng', 'annotations': {'23': ['ship -'], '30': ['ship -']}}",,,,,1,0,0,0,0,0,0
2208,885827,chất_lượng sản_phẩm tốt đóng_gói đẹp giao hàng kì hài_lòng,"[{'label': 319, 'user': 15}, {'label': 321, 'user': 15}]","{'review_id': 13579, 'comment': 'Chất lượng sản phẩm tốt, đóng gói đẹp, giao hàng nhanh', 'summary': 'Cực kì hài lòng', 'annotations': {'19': ['ship +', 'chất lượng +'], '30': ['ship +', 'dịch vụ +', 'chất lượng +']}}",,,,,1,0,0,1,0,0,0
2209,885826,giao hàng nhanh mua sale giá rẻ hàng thùng carton hơi móp kì hài_lòng,"[{'label': 327, 'user': 15}, {'label': 317, 'user': 15}, {'label': 319, 'user': 15}]","{'review_id': 1674, 'comment': 'Giao hàng nhanh, mua sale được giá rẻ, hàng  mới, thùng carton hơi móp xíu', 'summary': 'Cực kì hài lòng', 'annotations': {'28': ['an toàn +', 'giá +', 'ship +', 'ship -'], '17': ['giá +', 'ship +'], '20': ['ship +', 'giá +', 'an toàn +'], '25': ['chất lượng +', 'giá +', 'ship +'], '19': ['an toàn +', 'giá +', 'ship +']}}",,,,,1,1,0,0,0,1,0
2210,885825,mua đơn hàng từ1 2 triệu chương_trình khuyến_mãi kèm không giao,"[{'label': 326, 'user': 15}]","{'review_id': 2819, 'comment': 'mua đơn hàng từ1,2 triệu có chương trình khuyến mãi kèm theo sao ko thấy giao hàng', 'summary': 'Hài lòng', 'annotations': {'23': ['dịch vụ -'], '28': ['dịch vụ -']}}",,,,,0,0,0,0,1,0,0
2213,885822,hàng đóng_gói chắc_chắn khuyến_mãi ủng_hộ kì hài_lòng,"[{'label': 319, 'user': 15}]","{'review_id': 13132, 'comment': 'đã nhận hàng ,đóng gói chắc chắn . nếu có khuyến mãi sẽ ủng hộ tiếp', 'summary': 'Cực kì hài lòng', 'annotations': {'23': ['ship +'], '30': ['other', 'dịch vụ +']}}",,,,,1,0,0,0,0,0,0
2214,885821,sản_phẩm kì hài_lòng,"[{'label': 321, 'user': 15}]","{'review_id': 14036, 'comment': 'đã dùng sản phẩm rồi thấy rất ok', 'summary': 'Cực kì hài lòng', 'annotations': {'28': ['chất lượng +'], '19': ['chất lượng +']}}",,,,,0,0,0,1,0,0,0
2215,885820,đúng hàng vải kì hài_lòng,"[{'label': 325, 'user': 15}, {'label': 321, 'user': 15}]","{'review_id': 13391, 'comment': 'Đúng hàng, vải tốt', 'summary': 'Cực kì hài lòng', 'annotations': {'23': ['trash'], '30': ['chất lượng +']}}",,,,,0,0,0,1,1,0,0
2216,885819,hàng đúng dự_kiến bao_bì đẹp mặc hơi chật lỡ mua combo 3 gói đổi 2 gói xl 2 gói xxl ko cảm_kì hài_lòng,"[{'label': 319, 'user': 15}, {'label': 321, 'user': 15}]","{'review_id': 12628, 'comment': 'hàng nhận được đúng dự kiến bao bì đẹp. nhưng hiện tại con mình mặc hơi chật mà mình lỡ mua combo 3 gói bạn có thể đổi cho mình 2 gói xl lấy 2 gói xxl đc ko. cảm ơn', 'summary': 'Cực kì hài lòng', 'annotations': {'23': ['ship +'], '29': ['chất lượng +', 'dịch vụ -']}}",,,,,1,0,0,1,0,0,0
2217,885818,không hài_lòng mua hàng tiki thất_vọng tối bé tè ướt quần_áo lan ga nệm hàng rẻ chục ngàn hàng không chất_lượng độ dày mềm không hàng minh mua cửa_hàng y định mua loại tã cân_nhắc không chất_lượng,"[{'label': 322, 'user': 15}]","{'review_id': 13024, 'comment': 'Không hài lòng, trước giờ mua hàng Tiki chỉ có lần nay là thất vọng, tối bé tè ướt ra cả quần áo lan ga nệm, chắc có thể do hàng rẻ hơn vài chục ngàn nên hàng k chất lượng, độ dày và mềm tay k bằng hàng minh mua ngoài cửa hàng, ai có y định mua loại tã này hãy cân nhắc thật kĩ.', 'summary': 'Hàng không chất lượng', 'annotations': {'23': ['typo'], '30': ['chất lượng -']}}",,,,,0,0,0,1,0,0,0
2218,885817,lưng chun không êm mịn như loại,"[{'label': 322, 'user': 15}]","{'review_id': 1663, 'comment': 'lưng chun ko êm mịn như loại cũ.', 'summary': 'Hài lòng', 'annotations': {'28': ['chất lượng -'], '17': ['chất lượng -'], '20': ['chất lượng +'], '25': ['chất lượng -']}}",,,,,0,0,0,1,0,0,0
2219,885816,ok giá_thành rẻ thị_trường mua 7 gói tả lớn chưa chờ sale mua kì hài_lòng,"[{'label': 321, 'user': 15}, {'label': 317, 'user': 15}]","{'review_id': 1771, 'comment': 'Sử dụng ok, giá thành rẻ hơn thị trường, trước giờ mua chắc được 7 gói tả lớn trên đây, chưa thấy cái nào có vấn đề. đang chờ sale mua tiếp', 'summary': 'Cực kì hài lòng', 'annotations': {'28': ['giá +', 'chất lượng +'], '17': ['chất lượng +', 'giá +'], '20': ['giá +', 'chất lượng +'], '25': ['giá +', 'chất lượng +']}}",,,,,0,1,0,1,0,0,0
2220,885815,hàng ok mua hành tiki yên_tâm chất_lượng kì hài_lòng,"[{'label': 321, 'user': 15}]","{'review_id': 14545, 'comment': 'hàng ok, mua hành ở tiki là yên tâm về chất lượng hơn các trong khác', 'summary': 'Cực kì hài lòng', 'annotations': {'28': ['chất lượng +'], '29': ['chất lượng +']}}",,,,,0,0,0,1,0,0,0
2221,885814,sản_phẩm hàng kì hài_lòng,"[{'label': 319, 'user': 15}, {'label': 321, 'user': 15}]","{'review_id': 13666, 'comment': 'sản phẩm tốt...giao hàng nhanh', 'summary': 'Cực kì hài lòng', 'annotations': {'19': ['ship +'], '30': ['ship +', 'chất lượng +']}}",,,,,1,0,0,1,0,0,0
2222,885813,giao nhanh chuẩn kì hài_lòng,"[{'label': 325, 'user': 15}, {'label': 319, 'user': 15}]","{'review_id': 13227, 'comment': 'giao nhanh, chuẩn hàng', 'summary': 'Cực kì hài lòng', 'annotations': {'23': ['chính hãng +', 'ship +'], '30': ['chất lượng +', 'ship +']}}",,,,,1,0,0,0,1,0,0
2223,885812,sản_phẩm_chất_lượng mua hàng tiki sẻ ủng kì hài_lòng,"[{'label': 321, 'user': 15}]","{'review_id': 13655, 'comment': 'Sản phẩm chất lượng rất thích mua hàng bên tiki sẻ ủng hộ', 'summary': 'Cực kì hài lòng', 'annotations': {'19': ['chất lượng +'], '30': ['chất lượng +']}}",,,,,0,0,0,1,0,0,0
2225,885810,hơi mùi màu vàng đắt,"[{'label': 322, 'user': 15}]","{'review_id': 14591, 'comment': 'cũng dk mà hơi mùi.... nhưng sao màu vàng lại đắt hơn nhỉ?', 'summary': 'oke', 'annotations': {'28': ['an toàn -', 'chất lượng +'], '29': ['chất lượng +', 'typo']}}",,,,,0,0,0,1,0,0,0
2226,885809,kiểu_dáng ôm gọn mỏng nhẹ thấm hút tốt giá hợp kì hài_lòng,"[{'label': 321, 'user': 15}, {'label': 317, 'user': 15}]","{'review_id': 14263, 'comment': 'Kiểu dáng ôm gọn mỏng nhẹ thấm hút tốt, giá hợp lý', 'summary': 'Cực kì hài lòng', 'annotations': {'28': ['giá +', 'chất lượng +'], '19': ['giá +', 'chất lượng +']}}",,,,,0,1,0,1,0,0,0
